State,District,Location,Latitude,Longitude,Population,Cattle_Count,Poultry_Count,Cluster_ID,Recommended_Hub,Human_Waste_kg_day,Animal_Waste_kg_day,Total_Waste_kg_day,Estimated_Methane_m3_day,CO2e_Reduction_kg_day
Delhi,Central Delhi,Central Delhi_Village_37,28.983900000000002,77.57900000000001,1406000,33300,55500,7,Hub_7,562400.0,333000.0,895400.0,358160.0,716320.0
Delhi,Central Delhi,Central Delhi_Village_38,28.9939,77.589,1444000,34200,57000,7,Hub_7,577600.0,342000.0,919600.0,367840.0,735680.0
Delhi,Central Delhi,Central Delhi_Village_39,29.0039,77.599,1482000,35100,58500,7,Hub_7,592800.0,351000.0,943800.0,377520.0,755040.0
Delhi,Central Delhi,Central Delhi_Village_40,29.0139,77.60900000000001,1520000,36000,60000,7,Hub_7,608000.0,360000.0,968000.0,387200.0,774400.0
Delhi,Central Delhi,Central Delhi_Village_41,29.0239,77.619,1558000,36900,61500,7,Hub_7,623200.0,369000.0,992200.0,396880.0,793760.0
Delhi,Central Delhi,Central Delhi_Village_42,29.033900000000003,77.629,1596000,37800,63000,7,Hub_7,638400.0,378000.0,1016400.0,406560.0,813120.0
Delhi,Central Delhi,Central Delhi_Village_43,29.0439,77.63900000000001,1634000,38700,64500,7,Hub_7,653600.0,387000.0,1040600.0,416240.0,832480.0
Delhi,Central Delhi,Central Delhi_Village_44,29.053900000000002,77.649,1672000,39600,66000,7,Hub_7,668800.0,396000.0,1064800.0,425920.0,851840.0
Delhi,Central Delhi,Central Delhi_Village_45,29.0639,77.659,1710000,40500,67500,7,Hub_7,684000.0,405000.0,1089000.0,435600.0,871200.0
Delhi,Central Delhi,Central Delhi_Village_46,29.073900000000002,77.669,1748000,41400,69000,7,Hub_7,699200.0,414000.0,1113200.0,445280.0,890560.0
Delhi,Central Delhi,Central Delhi_Village_47,29.0839,77.679,1786000,42300,70500,7,Hub_7,714400.0,423000.0,1137400.0,454960.0,909920.0
Delhi,Central Delhi,Central Delhi_Village_48,29.0939,77.68900000000001,1824000,43200,72000,7,Hub_7,729600.0,432000.0,1161600.0,464640.0,929280.0
Delhi,Central Delhi,Central Delhi_Village_49,29.1039,77.699,1862000,44100,73500,7,Hub_7,744800.0,441000.0,1185800.0,474320.0,948640.0
Delhi,Central Delhi,Central Delhi_Village_50,29.1139,77.709,1900000,45000,75000,7,Hub_7,760000.0,450000.0,1210000.0,484000.0,968000.0
West Bengal,Kolkata,Kolkata_Village_1,22.582600000000003,88.3739,29600,600,1050,8,Hub_8,11840.0,6000.0,17840.0,7136.0,14272.0
West Bengal,Kolkata,Kolkata_Village_2,22.5926,88.3839,59200,1200,2100,8,Hub_8,23680.0,12000.0,35680.0,14272.0,28544.0
West Bengal,Kolkata,Kolkata_Village_3,22.602600000000002,88.3939,88800,1800,3150,8,Hub_8,35520.0,18000.0,53520.0,21408.0,42816.0
West Bengal,Kolkata,Kolkata_Village_4,22.6126,88.40390000000001,118400,2400,4200,8,Hub_8,47360.0,24000.0,71360.0,28544.0,57088.0
West Bengal,Kolkata,Kolkata_Village_5,22.622600000000002,88.4139,148000,3000,5250,8,Hub_8,59200.0,30000.0,89200.0,35680.0,71360.0
West Bengal,Kolkata,Kolkata_Village_6,22.6326,88.4239,177600,3600,6300,8,Hub_8,71040.0,36000.0,107040.0,42816.0,85632.0
West Bengal,Kolkata,Kolkata_Village_7,22.6426,88.4339,207200,4200,7350,8,Hub_8,82880.0,42000.0,124880.0,49952.0,99904.0
West Bengal,Kolkata,Kolkata_Village_8,22.6526,88.4439,236800,4800,8400,8,Hub_8,94720.0,48000.0,142720.0,57088.0,114176.0
West Bengal,Kolkata,Kolkata_Village_9,22.6626,88.4539,266400,5400,9450,8,Hub_8,106560.0,54000.0,160560.0,64224.0,128448.0
West Bengal,Kolkata,Kolkata_Village_10,22.672600000000003,88.4639,296000,6000,10500,8,Hub_8,118400.0,60000.0,178400.0,71360.0,142720.0
West Bengal,Kolkata,Kolkata_Village_11,22.6826,88.4739,325600,6600,11550,8,Hub_8,130240.0,66000.0,196240.0,78496.0,156992.0
West Bengal,Kolkata,Kolkata_Village_12,22.692600000000002,88.4839,355200,7200,12600,8,Hub_8,142080.0,72000.0,214080.0,85632.0,171264.0
West Bengal,Kolkata,Kolkata_Village_13,22.7026,88.4939,384800,7800,13650,8,Hub_8,153920.0,78000.0,231920.0,92768.0,185536.0
West Bengal,Kolkata,Kolkata_Village_14,22.712600000000002,88.5039,414400,8400,14700,8,Hub_8,165760.0,84000.0,249760.0,99904.0,199808.0
West Bengal,Kolkata,Kolkata_Village_15,22.7226,88.5139,444000,9000,15750,8,Hub_8,177600.0,90000.0,267600.0,107040.0,214080.0
West Bengal,Kolkata,Kolkata_Village_16,22.7326,88.5239,473600,9600,16800,8,Hub_8,189440.0,96000.0,285440.0,114176.0,228352.0
West Bengal,Kolkata,Kolkata_Village_17,22.742600000000003,88.5339,503200,10200,17850,8,Hub_8,201280.0,102000.0,303280.0,121312.0,242624.0
West Bengal,Kolkata,Kolkata_Village_18,22.7526,88.54390000000001,532800,10800,18900,8,Hub_8,213120.0,108000.0,321120.0,128448.0,256896.0
West Bengal,Kolkata,Kolkata_Village_19,22.762600000000003,88.5539,562400,11400,19950,8,Hub_8,224960.0,114000.0,338960.0,135584.0,271168.0
West Bengal,Kolkata,Kolkata_Village_20,22.7726,88.5639,592000,12000,21000,8,Hub_8,236800.0,120000.0,356800.0,142720.0,285440.0
West Bengal,Kolkata,Kolkata_Village_21,22.782600000000002,88.5739,621600,12600,22050,8,Hub_8,248640.0,126000.0,374640.0,149856.0,299712.0
West Bengal,Kolkata,Kolkata_Village_22,22.7926,88.5839,651200,13200,23100,8,Hub_8,260480.0,132000.0,392480.0,156992.0,313984.0
West Bengal,Kolkata,Kolkata_Village_23,22.8026,88.5939,680800,13800,24150,8,Hub_8,272320.0,138000.0,410320.0,164128.0,328256.0
West Bengal,Kolkata,Kolkata_Village_24,22.8126,88.6039,710400,14400,25200,8,Hub_8,284160.0,144000.0,428160.0,171264.0,342528.0
West Bengal,Kolkata,Kolkata_Village_25,22.8226,88.6139,740000,15000,26250,8,Hub_8,296000.0,150000.0,446000.0,178400.0,356800.0
West Bengal,Kolkata,Kolkata_Village_26,22.832600000000003,88.6239,769600,15600,27300,8,Hub_8,307840.0,156000.0,463840.0,185536.0,371072.0
West Bengal,Kolkata,Kolkata_Village_27,22.8426,88.6339,799200,16200,28350,8,Hub_8,319680.0,162000.0,481680.0,192672.0,385344.0
West Bengal,Kolkata,Kolkata_Village_28,22.852600000000002,88.6439,828800,16800,29400,8,Hub_8,331520.0,168000.0,499520.0,199808.0,399616.0
West Bengal,Kolkata,Kolkata_Village_29,22.8626,88.65390000000001,858400,17400,30450,8,Hub_8,343360.0,174000.0,517360.0,206944.0,413888.0
West Bengal,Kolkata,Kolkata_Village_30,22.872600000000002,88.6639,888000,18000,31500,8,Hub_8,355200.0,180000.0,535200.0,214080.0,428160.0
West Bengal,Kolkata,Kolkata_Village_31,22.8826,88.6739,917600,18600,32550,8,Hub_8,367040.0,186000.0,553040.0,221216.0,442432.0
West Bengal,Kolkata,Kolkata_Village_32,22.8926,88.6839,947200,19200,33600,8,Hub_8,378880.0,192000.0,570880.0,228352.0,456704.0
West Bengal,Kolkata,Kolkata_Village_33,22.9026,88.6939,976800,19800,34650,8,Hub_8,390720.0,198000.0,588720.0,235488.0,470976.0
West Bengal,Kolkata,Kolkata_Village_34,22.9126,88.7039,1006400,20400,35700,8,Hub_8,402560.0,204000.0,606560.0,242624.0,485248.0
West Bengal,Kolkata,Kolkata_Village_35,22.922600000000003,88.7139,1036000,21000,36750,8,Hub_8,414400.0,210000.0,624400.0,249760.0,499520.0
West Bengal,Kolkata,Kolkata_Village_36,22.9326,88.7239,1065600,21600,37800,8,Hub_8,426240.0,216000.0,642240.0,256896.0,513792.0
West Bengal,Kolkata,Kolkata_Village_37,22.942600000000002,88.7339,1095200,22200,38850,8,Hub_8,438080.0,222000.0,660080.0,264032.0,528064.0
West Bengal,Kolkata,Kolkata_Village_38,22.9526,88.7439,1124800,22800,39900,8,Hub_8,449920.0,228000.0,677920.0,271168.0,542336.0
West Bengal,Kolkata,Kolkata_Village_39,22.962600000000002,88.7539,1154400,23400,40950,8,Hub_8,461760.0,234000.0,695760.0,278304.0,556608.0
West Bengal,Kolkata,Kolkata_Village_40,22.9726,88.7639,1184000,24000,42000,8,Hub_8,473600.0,240000.0,713600.0,285440.0,570880.0
West Bengal,Kolkata,Kolkata_Village_41,22.9826,88.7739,1213600,24600,43050,8,Hub_8,485440.0,246000.0,731440.0,292576.0,585152.0
West Bengal,Kolkata,Kolkata_Village_42,22.992600000000003,88.7839,1243200,25200,44100,8,Hub_8,497280.0,252000.0,749280.0,299712.0,599424.0
West Bengal,Kolkata,Kolkata_Village_43,23.0026,88.79390000000001,1272800,25800,45150,8,Hub_8,509120.0,258000.0,767120.0,306848.0,613696.0
West Bengal,Kolkata,Kolkata_Village_44,23.012600000000003,88.8039,1302400,26400,46200,8,Hub_8,520960.0,264000.0,784960.0,313984.0,627968.0
West Bengal,Kolkata,Kolkata_Village_45,23.0226,88.8139,1332000,27000,47250,8,Hub_8,532800.0,270000.0,802800.0,321120.0,642240.0
West Bengal,Kolkata,Kolkata_Village_46,23.032600000000002,88.8239,1361600,27600,48300,8,Hub_8,544640.0,276000.0,820640.0,328256.0,656512.0
West Bengal,Kolkata,Kolkata_Village_47,23.0426,88.8339,1391200,28200,49350,8,Hub_8,556480.0,282000.0,838480.0,335392.0,670784.0
West Bengal,Kolkata,Kolkata_Village_48,23.0526,88.8439,1420800,28800,50400,8,Hub_8,568320.0,288000.0,856320.0,342528.0,685056.0
West Bengal,Kolkata,Kolkata_Village_49,23.0626,88.8539,1450400,29400,51450,8,Hub_8,580160.0,294000.0,874160.0,349664.0,699328.0
West Bengal,Kolkata,Kolkata_Village_50,23.0726,88.8639,1480000,30000,52500,8,Hub_8,592000.0,300000.0,892000.0,356800.0,713600.0
Uttar Pradesh,Lucknow,Lucknow_Village_1,26.8567,80.95620000000001,7200,840,1050,9,Hub_9,2880.0,8400.0,11280.0,4512.0,9024.0
Uttar Pradesh,Lucknow,Lucknow_Village_2,26.866699999999998,80.9662,14400,1680,2100,9,Hub_9,5760.0,16800.0,22560.0,9024.0,18048.0
Uttar Pradesh,Lucknow,Lucknow_Village_3,26.8767,80.9762,21600,2520,3150,9,Hub_9,8640.0,25200.0,33840.0,13536.0,27072.0
Uttar Pradesh,Lucknow,Lucknow_Village_4,26.886699999999998,80.98620000000001,28800,3360,4200,9,Hub_9,11520.0,33600.0,45120.0,18048.0,36096.0
Uttar Pradesh,Lucknow,Lucknow_Village_5,26.8967,80.9962,36000,4200,5250,9,Hub_9,14400.0,42000.0,56400.0,22560.0,45120.0
Uttar Pradesh,Lucknow,Lucknow_Village_6,26.906699999999997,81.0062,43200,5040,6300,9,Hub_9,17280.0,50400.0,67680.0,27072.0,54144.0
Uttar Pradesh,Lucknow,Lucknow_Village_7,26.9167,81.0162,50400,5880,7350,9,Hub_9,20160.0,58800.0,78960.0,31584.0,63168.0
Uttar Pradesh,Lucknow,Lucknow_Village_8,26.926699999999997,81.0262,57600,6720,8400,9,Hub_9,23040.0,67200.0,90240.0,36096.0,72192.0
Uttar Pradesh,Lucknow,Lucknow_Village_9,26.9367,81.03620000000001,64800,7560,9450,9,Hub_9,25920.0,75600.0,101520.0,40608.0,81216.0
Uttar Pradesh,Lucknow,Lucknow_Village_10,26.9467,81.0462,72000,8400,10500,9,Hub_9,28800.0,84000.0,112800.0,45120.0,90240.0
Uttar Pradesh,Lucknow,Lucknow_Village_11,26.956699999999998,81.0562,79200,9240,11550,9,Hub_9,31680.0,92400.0,124080.0,49632.0,99264.0
Uttar Pradesh,Lucknow,Lucknow_Village_12,26.9667,81.06620000000001,86400,10080,12600,9,Hub_9,34560.0,100800.0,135360.0,54144.0,108288.0
Uttar Pradesh,Lucknow,Lucknow_Village_13,26.976699999999997,81.0762,93600,10920,13650,9,Hub_9,37440.0,109200.0,146640.0,58656.0,117312.0
Uttar Pradesh,Lucknow,Lucknow_Village_14,26.9867,81.0862,100800,11760,14700,9,Hub_9,40320.0,117600.0,157920.0,63168.0,126336.0
Uttar Pradesh,Lucknow,Lucknow_Village_15,26.996699999999997,81.09620000000001,108000,12600,15750,9,Hub_9,43200.0,126000.0,169200.0,67680.0,135360.0
Uttar Pradesh,Lucknow,Lucknow_Village_16,27.0067,81.1062,115200,13440,16800,9,Hub_9,46080.0,134400.0,180480.0,72192.0,144384.0
Uttar Pradesh,Lucknow,Lucknow_Village_17,27.0167,81.1162,122400,14280,17850,9,Hub_9,48960.0,142800.0,191760.0,76704.0,153408.0
Uttar Pradesh,Lucknow,Lucknow_Village_18,27.026699999999998,81.12620000000001,129600,15120,18900,9,Hub_9,51840.0,151200.0,203040.0,81216.0,162432.0
Uttar Pradesh,Lucknow,Lucknow_Village_19,27.0367,81.1362,136800,15960,19950,9,Hub_9,54720.0,159600.0,214320.0,85728.0,171456.0
Uttar Pradesh,Lucknow,Lucknow_Village_20,27.046699999999998,81.14620000000001,144000,16800,21000,9,Hub_9,57600.0,168000.0,225600.0,90240.0,180480.0
Uttar Pradesh,Lucknow,Lucknow_Village_21,27.0567,81.1562,151200,17640,22050,9,Hub_9,60480.0,176400.0,236880.0,94752.0,189504.0
Uttar Pradesh,Lucknow,Lucknow_Village_22,27.066699999999997,81.1662,158400,18480,23100,9,Hub_9,63360.0,184800.0,248160.0,99264.0,198528.0
Uttar Pradesh,Lucknow,Lucknow_Village_23,27.0767,81.17620000000001,165600,19320,24150,9,Hub_9,66240.0,193200.0,259440.0,103776.0,207552.0
Uttar Pradesh,Lucknow,Lucknow_Village_24,27.086699999999997,81.1862,172800,20160,25200,9,Hub_9,69120.0,201600.0,270720.0,108288.0,216576.0
Uttar Pradesh,Lucknow,Lucknow_Village_25,27.0967,81.1962,180000,21000,26250,9,Hub_9,72000.0,210000.0,282000.0,112800.0,225600.0
Uttar Pradesh,Lucknow,Lucknow_Village_26,27.1067,81.20620000000001,187200,21840,27300,9,Hub_9,74880.0,218400.0,293280.0,117312.0,234624.0
Uttar Pradesh,Lucknow,Lucknow_Village_27,27.116699999999998,81.2162,194400,22680,28350,9,Hub_9,77760.0,226800.0,304560.0,121824.0,243648.0
Uttar Pradesh,Lucknow,Lucknow_Village_28,27.1267,81.2262,201600,23520,29400,9,Hub_9,80640.0,235200.0,315840.0,126336.0,252672.0
Uttar Pradesh,Lucknow,Lucknow_Village_29,27.136699999999998,81.23620000000001,208800,24360,30450,9,Hub_9,83520.0,243600.0,327120.0,130848.0,261696.0
Uttar Pradesh,Lucknow,Lucknow_Village_30,27.1467,81.2462,216000,25200,31500,9,Hub_9,86400.0,252000.0,338400.0,135360.0,270720.0
Uttar Pradesh,Lucknow,Lucknow_Village_31,27.156699999999997,81.2562,223200,26040,32550,9,Hub_9,89280.0,260400.0,349680.0,139872.0,279744.0
Uttar Pradesh,Lucknow,Lucknow_Village_32,27.1667,81.2662,230400,26880,33600,9,Hub_9,92160.0,268800.0,360960.0,144384.0,288768.0
Uttar Pradesh,Lucknow,Lucknow_Village_33,27.176699999999997,81.2762,237600,27720,34650,9,Hub_9,95040.0,277200.0,372240.0,148896.0,297792.0
Uttar Pradesh,Lucknow,Lucknow_Village_34,27.1867,81.28620000000001,244800,28560,35700,9,Hub_9,97920.0,285600.0,383520.0,153408.0,306816.0
Uttar Pradesh,Lucknow,Lucknow_Village_35,27.1967,81.2962,252000,29400,36750,9,Hub_9,100800.0,294000.0,394800.0,157920.0,315840.0
Uttar Pradesh,Lucknow,Lucknow_Village_36,27.206699999999998,81.3062,259200,30240,37800,9,Hub_9,103680.0,302400.0,406080.0,162432.0,324864.0
Uttar Pradesh,Lucknow,Lucknow_Village_37,27.2167,81.31620000000001,266400,31080,38850,9,Hub_9,106560.0,310800.0,417360.0,166944.0,333888.0
Uttar Pradesh,Lucknow,Lucknow_Village_38,27.226699999999997,81.3262,273600,31920,39900,9,Hub_9,109440.0,319200.0,428640.0,171456.0,342912.0
Uttar Pradesh,Lucknow,Lucknow_Village_39,27.2367,81.3362,280800,32760,40950,9,Hub_9,112320.0,327600.0,439920.0,175968.0,351936.0
Uttar Pradesh,Lucknow,Lucknow_Village_40,27.246699999999997,81.34620000000001,288000,33600,42000,9,Hub_9,115200.0,336000.0,451200.0,180480.0,360960.0
Uttar Pradesh,Lucknow,Lucknow_Village_41,27.2567,81.3562,295200,34440,43050,9,Hub_9,118080.0,344400.0,462480.0,184992.0,369984.0
Uttar Pradesh,Lucknow,Lucknow_Village_42,27.2667,81.3662,302400,35280,44100,9,Hub_9,120960.0,352800.0,473760.0,189504.0,379008.0
Uttar Pradesh,Lucknow,Lucknow_Village_43,27.276699999999998,81.37620000000001,309600,36120,45150,9,Hub_9,123840.0,361200.0,485040.0,194016.0,388032.0
Uttar Pradesh,Lucknow,Lucknow_Village_44,27.2867,81.3862,316800,36960,46200,9,Hub_9,126720.0,369600.0,496320.0,198528.0,397056.0
Uttar Pradesh,Lucknow,Lucknow_Village_45,27.296699999999998,81.39620000000001,324000,37800,47250,9,Hub_9,129600.0,378000.0,507600.0,203040.0,406080.0
Uttar Pradesh,Lucknow,Lucknow_Village_46,27.3067,81.4062,331200,38640,48300,9,Hub_9,132480.0,386400.0,518880.0,207552.0,415104.0
Uttar Pradesh,Lucknow,Lucknow_Village_47,27.316699999999997,81.4162,338400,39480,49350,9,Hub_9,135360.0,394800.0,530160.0,212064.0,424128.0
Uttar Pradesh,Lucknow,Lucknow_Village_48,27.3267,81.42620000000001,345600,40320,50400,9,Hub_9,138240.0,403200.0,541440.0,216576.0,433152.0
Uttar Pradesh,Lucknow,Lucknow_Village_49,27.336699999999997,81.4362,352800,41160,51450,9,Hub_9,141120.0,411600.0,552720.0,221088.0,442176.0
Uttar Pradesh,Lucknow,Lucknow_Village_50,27.3467,81.4462,360000,42000,52500,9,Hub_9,144000.0,420000.0,564000.0,225600.0,451200.0
Gujarat,Ahmedabad,Ahmedabad_Village_1,23.032500000000002,72.5814,16000,750,1350,10,Hub_10,6400.0,7500.0,13900.0,5560.0,11120.0
Gujarat,Ahmedabad,Ahmedabad_Village_2,23.0425,72.5914,32000,1500,2700,10,Hub_10,12800.0,15000.0,27800.0,11120.0,22240.0
Gujarat,Ahmedabad,Ahmedabad_Village_3,23.052500000000002,72.6014,48000,2250,4050,10,Hub_10,19200.0,22500.0,41700.0,16680.0,33360.0
Gujarat,Ahmedabad,Ahmedabad_Village_4,23.0625,72.6114,64000,3000,5400,10,Hub_10,25600.0,30000.0,55600.0,22240.0,44480.0
Gujarat,Ahmedabad,Ahmedabad_Village_5,23.0725,72.6214,80000,3750,6750,10,Hub_10,32000.0,37500.0,69500.0,27800.0,55600.0
Gujarat,Ahmedabad,Ahmedabad_Village_6,23.0825,72.6314,96000,4500,8100,10,Hub_10,38400.0,45000.0,83400.0,33360.0,66720.0
Gujarat,Ahmedabad,Ahmedabad_Village_7,23.0925,72.64139999999999,112000,5250,9450,10,Hub_10,44800.0,52500.0,97300.0,38920.0,77840.0
Gujarat,Ahmedabad,Ahmedabad_Village_8,23.1025,72.6514,128000,6000,10800,10,Hub_10,51200.0,60000.0,111200.0,44480.0,88960.0
Gujarat,Ahmedabad,Ahmedabad_Village_9,23.1125,72.6614,144000,6750,12150,10,Hub_10,57600.0,67500.0,125100.0,50040.0,100080.0
Gujarat,Ahmedabad,Ahmedabad_Village_10,23.122500000000002,72.67139999999999,160000,7500,13500,10,Hub_10,64000.0,75000.0,139000.0,55600.0,111200.0
Gujarat,Ahmedabad,Ahmedabad_Village_11,23.1325,72.6814,176000,8250,14850,10,Hub_10,70400.0,82500.0,152900.0,61160.0,122320.0
Gujarat,Ahmedabad,Ahmedabad_Village_12,23.142500000000002,72.6914,192000,9000,16200,10,Hub_10,76800.0,90000.0,166800.0,66720.0,133440.0
Gujarat,Ahmedabad,Ahmedabad_Village_13,23.1525,72.70139999999999,208000,9750,17550,10,Hub_10,83200.0,97500.0,180700.0,72280.0,144560.0
Gujarat,Ahmedabad,Ahmedabad_Village_14,23.1625,72.7114,224000,10500,18900,10,Hub_10,89600.0,105000.0,194600.0,77840.0,155680.0
Gujarat,Ahmedabad,Ahmedabad_Village_15,23.1725,72.7214,240000,11250,20250,10,Hub_10,96000.0,112500.0,208500.0,83400.0,166800.0
Gujarat,Ahmedabad,Ahmedabad_Village_16,23.1825,72.7314,256000,12000,21600,10,Hub_10,102400.0,120000.0,222400.0,88960.0,177920.0
Gujarat,Ahmedabad,Ahmedabad_Village_17,23.192500000000003,72.7414,272000,12750,22950,10,Hub_10,108800.0,127500.0,236300.0,94520.0,189040.0
Gujarat,Ahmedabad,Ahmedabad_Village_18,23.2025,72.7514,288000,13500,24300,10,Hub_10,115200.0,135000.0,250200.0,100080.0,200160.0
Gujarat,Ahmedabad,Ahmedabad_Village_19,23.212500000000002,72.7614,304000,14250,25650,10,Hub_10,121600.0,142500.0,264100.0,105640.0,211280.0
Gujarat,Ahmedabad,Ahmedabad_Village_20,23.2225,72.7714,320000,15000,27000,10,Hub_10,128000.0,150000.0,278000.0,111200.0,222400.0
Gujarat,Ahmedabad,Ahmedabad_Village_21,23.2325,72.78139999999999,336000,15750,28350,10,Hub_10,134400.0,157500.0,291900.0,116760.0,233520.0
Gujarat,Ahmedabad,Ahmedabad_Village_22,23.2425,72.7914,352000,16500,29700,10,Hub_10,140800.0,165000.0,305800.0,122320.0,244640.0
Gujarat,Ahmedabad,Ahmedabad_Village_23,23.2525,72.8014,368000,17250,31050,10,Hub_10,147200.0,172500.0,319700.0,127880.0,255760.0
Gujarat,Ahmedabad,Ahmedabad_Village_24,23.2625,72.81139999999999,384000,18000,32400,10,Hub_10,153600.0,180000.0,333600.0,133440.0,266880.0
Gujarat,Ahmedabad,Ahmedabad_Village_25,23.2725,72.8214,400000,18750,33750,10,Hub_10,160000.0,187500.0,347500.0,139000.0,278000.0
Gujarat,Ahmedabad,Ahmedabad_Village_26,23.282500000000002,72.8314,416000,19500,35100,10,Hub_10,166400.0,195000.0,361400.0,144560.0,289120.0
Gujarat,Ahmedabad,Ahmedabad_Village_27,23.2925,72.8414,432000,20250,36450,10,Hub_10,172800.0,202500.0,375300.0,150120.0,300240.0
Gujarat,Ahmedabad,Ahmedabad_Village_28,23.302500000000002,72.8514,448000,21000,37800,10,Hub_10,179200.0,210000.0,389200.0,155680.0,311360.0
Gujarat,Ahmedabad,Ahmedabad_Village_29,23.3125,72.8614,464000,21750,39150,10,Hub_10,185600.0,217500.0,403100.0,161240.0,322480.0
Gujarat,Ahmedabad,Ahmedabad_Village_30,23.3225,72.8714,480000,22500,40500,10,Hub_10,192000.0,225000.0,417000.0,166800.0,333600.0
Gujarat,Ahmedabad,Ahmedabad_Village_31,23.3325,72.8814,496000,23250,41850,10,Hub_10,198400.0,232500.0,430900.0,172360.0,344720.0
Gujarat,Ahmedabad,Ahmedabad_Village_32,23.3425,72.89139999999999,512000,24000,43200,10,Hub_10,204800.0,240000.0,444800.0,177920.0,355840.0
Gujarat,Ahmedabad,Ahmedabad_Village_33,23.3525,72.9014,528000,24750,44550,10,Hub_10,211200.0,247500.0,458700.0,183480.0,366960.0
Gujarat,Ahmedabad,Ahmedabad_Village_34,23.3625,72.9114,544000,25500,45900,10,Hub_10,217600.0,255000.0,472600.0,189040.0,378080.0
Gujarat,Ahmedabad,Ahmedabad_Village_35,23.372500000000002,72.92139999999999,560000,26250,47250,10,Hub_10,224000.0,262500.0,486500.0,194600.0,389200.0
Gujarat,Ahmedabad,Ahmedabad_Village_36,23.3825,72.9314,576000,27000,48600,10,Hub_10,230400.0,270000.0,500400.0,200160.0,400320.0
Gujarat,Ahmedabad,Ahmedabad_Village_37,23.392500000000002,72.9414,592000,27750,49950,10,Hub_10,236800.0,277500.0,514300.0,205720.0,411440.0
Gujarat,Ahmedabad,Ahmedabad_Village_38,23.4025,72.95139999999999,608000,28500,51300,10,Hub_10,243200.0,285000.0,528200.0,211280.0,422560.0
Gujarat,Ahmedabad,Ahmedabad_Village_39,23.4125,72.9614,624000,29250,52650,10,Hub_10,249600.0,292500.0,542100.0,216840.0,433680.0
Gujarat,Ahmedabad,Ahmedabad_Village_40,23.4225,72.9714,640000,30000,54000,10,Hub_10,256000.0,300000.0,556000.0,222400.0,444800.0
Gujarat,Ahmedabad,Ahmedabad_Village_41,23.4325,72.9814,656000,30750,55350,10,Hub_10,262400.0,307500.0,569900.0,227960.0,455920.0
Gujarat,Ahmedabad,Ahmedabad_Village_42,23.442500000000003,72.9914,672000,31500,56700,10,Hub_10,268800.0,315000.0,583800.0,233520.0,467040.0
Gujarat,Ahmedabad,Ahmedabad_Village_43,23.4525,73.0014,688000,32250,58050,10,Hub_10,275200.0,322500.0,597700.0,239080.0,478160.0
Gujarat,Ahmedabad,Ahmedabad_Village_44,23.462500000000002,73.0114,704000,33000,59400,10,Hub_10,281600.0,330000.0,611600.0,244640.0,489280.0
Gujarat,Ahmedabad,Ahmedabad_Village_45,23.4725,73.0214,720000,33750,60750,10,Hub_10,288000.0,337500.0,625500.0,250200.0,500400.0
Gujarat,Ahmedabad,Ahmedabad_Village_46,23.4825,73.03139999999999,736000,34500,62100,10,Hub_10,294400.0,345000.0,639400.0,255760.0,511520.0
Gujarat,Ahmedabad,Ahmedabad_Village_47,23.4925,73.0414,752000,35250,63450,10,Hub_10,300800.0,352500.0,653300.0,261320.0,522640.0
Gujarat,Ahmedabad,Ahmedabad_Village_48,23.5025,73.0514,768000,36000,64800,10,Hub_10,307200.0,360000.0,667200.0,266880.0,533760.0
Gujarat,Ahmedabad,Ahmedabad_Village_49,23.5125,73.06139999999999,784000,36750,66150,10,Hub_10,313600.0,367500.0,681100.0,272440.0,544880.0
Gujarat,Ahmedabad,Ahmedabad_Village_50,23.5225,73.0714,800000,37500,67500,10,Hub_10,320000.0,375000.0,695000.0,278000.0,556000.0
Rajasthan,Jaipur,Jaipur_Village_1,26.922400000000003,75.7973,8200,900,1200,11,Hub_11,3280.0,9000.0,12280.0,4912.0,9824.0
Rajasthan,Jaipur,Jaipur_Village_2,26.9324,75.8073,16400,1800,2400,11,Hub_11,6560.0,18000.0,24560.0,9824.0,19648.0
Rajasthan,Jaipur,Jaipur_Village_3,26.942400000000003,75.8173,24600,2700,3600,11,Hub_11,9840.0,27000.0,36840.0,14736.0,29472.0
Rajasthan,Jaipur,Jaipur_Village_4,26.9524,75.82730000000001,32800,3600,4800,11,Hub_11,13120.0,36000.0,49120.0,19648.0,39296.0
Rajasthan,Jaipur,Jaipur_Village_5,26.962400000000002,75.8373,41000,4500,6000,11,Hub_11,16400.0,45000.0,61400.0,24560.0,49120.0
Rajasthan,Jaipur,Jaipur_Village_6,26.9724,75.8473,49200,5400,7200,11,Hub_11,19680.0,54000.0,73680.0,29472.0,58944.0
Rajasthan,Jaipur,Jaipur_Village_7,26.982400000000002,75.8573,57400,6300,8400,11,Hub_11,22960.0,63000.0,85960.0,34384.0,68768.0
Rajasthan,Jaipur,Jaipur_Village_8,26.9924,75.8673,65600,7200,9600,11,Hub_11,26240.0,72000.0,98240.0,39296.0,78592.0
Rajasthan,Jaipur,Jaipur_Village_9,27.0024,75.8773,73800,8100,10800,11,Hub_11,29520.0,81000.0,110520.0,44208.0,88416.0
Rajasthan,Jaipur,Jaipur_Village_10,27.012400000000003,75.8873,82000,9000,12000,11,Hub_11,32800.0,90000.0,122800.0,49120.0,98240.0
Rajasthan,Jaipur,Jaipur_Village_11,27.0224,75.8973,90200,9900,13200,11,Hub_11,36080.0,99000.0,135080.0,54032.0,108064.0
